http://issuu.com/jamesmichaelbeveridge/docs/square_portfolio_12151,ISSUU - Portfolio 2015 by James “Michael” Beveridge,0,James Michael Beveridge Architectural Portfolio 2015. Clemson University BA &#x26; MArch.
http://issuu.com/wehmeier/docs/portfolio2015_print_nt,ISSUU - Lindsay Wehmeier Landscape Architecture Portfolio by Lindsay Wehmeier,1,This portfolio contains work from my graduate landscape architecture study at Clemson University and work from my undergraduate architecture study at Judson University.
http://issuu.com/alexandraiaccarino/docs/alexandra_iaccarino_portfolio_opt,"ISSUU - Design Explorations. Alexandra X Iaccarino, Undergraduate Portfolio by Alexandra X Iaccarino",0,Alexandra Iaccarino\nDesign Explorations\nUniversity of Virginia BS. Arch. 2015
http://issuu.com/cristenrichard/docs/cristenrichard,ISSUU - Cristen Richard by Cristen Richard,1,Hello. My name is Cristen Richard and this is a collection of works done by myself in the Interior Design program at Mississippi State University.
http://issuu.com/benitatrenk/docs/benita_architectureporfolio,ISSUU - Benita architecture porfolio by Benita,1,Draft portfolio for Masters of Architecture I program
http://issuu.com/donbucholz/docs/portfolio_revised,ISSUU - D. Bucholz - Portfolio by Don Bucholz,0,B.S. Architecture &#x26; Sustainability portfolio
http://issuu.com/hunpu/docs/british_culture_centre_budapest,ISSUU - British Culture Centre by Hun Pu,1,An undergraduate 3rd year architecture submission for individual project at the University of Bath.
http://issuu.com/hermanoperro0/docs/portfoliooscarpalma-illustration_ta,ISSUU - Artworks &amp; Tattoos by Oscar Palma by Hermano Perro,1,"Anthology of artworks, drawings &#x26; tattoos"
http://issuu.com/alexgryger/docs/agfullportfolio2013,ISSUU - Alex Gryger Full Portfolio 2013 Edition by Alexander Gryger,0,"Full porfolio of academic, professional, and experimental architectural design work by Alex Gryger.  Updated for 2013."
http://issuu.com/ishaarora3/docs/internship_portfolio,"ISSUU - Isha Arora, Interior Architect by isha arora",0,"Pearl Academy, Level 2, Semester 6"
http://issuu.com/puuinfo/docs/puu_1_14_low,ISSUU - Wood Architecture - March 2014 by Puu-lehti   Wood Magazine   Holz Magazin   Bois Magazine,10,PuuWood-magazine presents mainly Finnish and European wood architecture and constructions. Issue 1/2014.
http://issuu.com/eglekalo/docs/egle_kalo_publication,ISSUU - Egle Kalonaityte architectural portfolio by Egle Kalonaityte,153,"Master @ TU Delft graduate portfolio including academic, practice and competition design assignments."
http://issuu.com/jason.boone/docs/segment2portfolio,ISSUU - BAC Segment II Portfolio by Jason Boone,0,Architectural Design Portfolio for Masters of Architecture Degree Program
http://issuu.com/lincolndavidson/docs/lincoln_davidson_prp_portfolio,ISSUU - Lincoln Davidson Print Portfolio by Lincoln Davidson,0,None
http://issuu.com/myers.cierra/docs/portfolio_flattened_031013,ISSUU - Architecture Portfolio by Cierra Myers,1,Cierra Myers Architecture Portfolio\rK-State Graduate May 2013
http://issuu.com/agatakorzeniewska/docs/portfolio_final,ISSUU - Second year portfolio by Agata Korzeniewska,0,None
http://issuu.com/justinbrammer/docs/2014_jb_portfolio_teaser,ISSUU - Justin Brammer Portfolio Abridged by Justin Brammer,3,None
http://issuu.com/kamilaburaczynski/docs/portfolio_sample_2015.3.compressed,ISSUU - Kamila Buraczynski Architectural Portfolio 2015 by Kamila Buraczynski,1,Selected projects from graduate studies at Syracuse University&#x27;s School of Architecture.
http://issuu.com/zackyarnell/docs/architecture_core_portfolio_final_o,ISSUU - USF Core Portfolio by Zack Yarnell,3,"USF SACD\nCollection of work from the Core I, II, and III studios."
http://issuu.com/nanditarajakumar/docs/portfolio_redesign,ISSUU - 2014 Architecture Portfolio by Nandita.Rajakumar,1,None
http://issuu.com/butterini/docs/portfolio,ISSUU - Portfolio by D. Nicholas Butterini,0,None
http://issuu.com/muhathefrog/docs/playingbytherules,ISSUU - Playing by the Rules  A Senior Thesis by Misha Semenov by Misha Semenov,0,"Architects are used to thinking of the housing they build as a final, fixed form, but we all know that this is never the case&#x2014;buildings are constantly undergoing a process of user-generated modification. What if architecture harnessed the power of the user instead of repressing it? By analyzing five significant housing communities in the Americas as open systems with rules, this thesis begins to discover parallels between seemingly disparate projects, independent of the stylistic stigmas that surround them. By questioning each project&#x2019;s social agenda and analyzing its physical form architecturally&#x2014;as planned and following occupancy&#x2014;the thesis attempts to establish a firmer basis for the broader and more effective use of rules by architects, whether in low-income housing or high-end development, whether encoded in structure, custom or law, adding a twist to the idea of environmental determinism by defining an architectural environment as more than just the built form."
http://issuu.com/brandoncari/docs/brandonportfolio,ISSUU - portfolio by brandon cari,0,2013 portfolio
http://issuu.com/charlieable/docs/gsapp-portfolio-2009-2012,ISSUU - Graduate Works   2009-2012 by Charlie Able,9,"My architecture porfolio containing work from my four years at Columbia University&#x27;s Graduate School of Architecture, Planning, and Preservation (GSAPP)."
http://issuu.com/katherineaserranososa/docs/katherineserranososa_portfolio2011-,ISSUU - Katherine A. Serrano Sosa  Design Portfolio 2011-14 by Katherine A Serrano Sosa,0,Collection of school design projects from First year to Fall of Fourth year at the CCNY Spitzer School of Architecture.
http://issuu.com/justine.l.elliott/docs/portfolio,ISSUU - Interior Design Portfolio by justine elliott,2,Selected works from school and internships
http://issuu.com/joxenfe/docs/john_oxenfeld_portofolio_-_3_2012,ISSUU - John Oxenfeld Portfolio (March 2012) by John  Oxenfeld,0,"Selected works by Clemson M.Arch canidate/Intern Architect, John Oxenfeld."
http://issuu.com/tomallen9/docs/allen_design_portfolio,ISSUU - Allen design portfolio by Tom Allen,1,"Portfolio of Architectural Design by Thomas E. Allen, Master of Architecture, The Ohio State University"
http://issuu.com/peihanwen/docs/peihan_wen_portfolio_small,ISSUU - Portfolio 2006 - 2011 by Peihan Wen by peihan wen,0,"Selected works 2006-2011. \nMade in 2012, for web viewing only.\nAll right reserved."
http://issuu.com/laurajuju/docs/portfolio_2013,ISSUU - Laura Ju Wang Architectural Works by Laura Ju Wang,14,"Portfolio of design works completed during Masters of Architecture study at Washington University in St. Louis, and professional works during 2007-2013"
http://issuu.com/amandareyes/docs/portfolio,ISSUU - Amanda Reyes Design Portfolio by Amanda Reyes,0,None
http://issuu.com/adrianprice/docs/portfolio_presentation_2,ISSUU - architectural portfolio by Adrian Price,1,architectural design
http://issuu.com/hiuhiunam/docs/2015fullportfolio,ISSUU - 2015fullportfolio by Phoebe Hiu-Nam Leung,2,"Hiu-Nam Leung, Phoebe\n\nFull portfolio of selected design studio work(2009-2014) , architectural art work &#x26; exhibitions and professional work samples\n\nMArch &#x27;16 Candidates, University of Pennsylvania\nBA(ArchStud) &#x27;12 ,The University of Hong Kong"
http://issuu.com/tgreenfield19/docs/year_5_report,ISSUU - Urban Design Masterplan Proposal - Year 5 Portfolio by Tom Greenfield,3,"Urban Design Report detailing the design project from Part II (Architecture Masters).  Site Location: West Oxford, UK."
http://issuu.com/anthonygugliotta/docs/gugliotta-portfolio_09-14,ISSUU - Anthony Gugliotta 2009-2014 by Anthony Gugliotta,6,A portfolio of architectural and related works completed during my undergraduate studies.
http://issuu.com/mackenzie.sims/docs/vashon_storefront_studio_2012,ISSUU - Vashon Storefront Studio 2012 by Mackenzie Sims,0,"This year the studio on Vashon Island is an investigation into the revitalization of the historic core of Vashon Island. The students initially worked to compile maps of physical and social assets of the community, which were presented to the community for feedback on potential projects to enhance those assets. The studio then proposed a set of strategic enhancements through digital &#x201C;makeovers&#x201D;, of small-scale architectural, planning, public art, and landscape projects."
http://issuu.com/yonicreatives/docs/yc_portfolio,ISSUU - Arch Design Portfolio by Yoni &#39;Creatives,0,"A selection of design projects with an architectural focus and implementation of spatial design narratives: engaging, interactive, immersive."
http://issuu.com/enarhi/docs/eriknarhiportfolio,ISSUU - Architecture Etc. by Erik Narhi by Erik Narhi,6,"My architecture portfolio, containing work completed at UC Berkeley, STUDIOS Architecture, and independently from 2007-2011."
http://issuu.com/megansiah/docs/megan_siah_,ISSUU - Megan Siah by Megan Siah,0,2009-2012 community college portfolio
http://issuu.com/catherinep2/docs/portfolio_june_much_smaller,ISSUU - Catherine P Portfolio by Catherine P,0,None
http://issuu.com/megfreeman/docs/mef_portfolio_2013,ISSUU - MF extended portfolio by Megan Freeman,0,Work in-progress (3/13)
http://issuu.com/anniesit/docs/portfolio-rockford,ISSUU - Portfolio rockford by Annie Sit,0,"University of Illinois at Urbana-Champaign, School of Architecture Graduate Studio, Spring 2013"
http://issuu.com/liezlpajarin/docs/liezl_pajarin___portfolio,ISSUU - Liezl Pajarin portfolio by Liezl Pajarin,0,None
http://issuu.com/tarp/docs/notnature_finaldraft_041012,ISSUU - Tarp  Not Nature by Tarp  Architecture Manual,16,"&#x201C;Not Nature&#x201D; is interested in exploring historical and contemporary architectural positions in regard to natural systems- aesthetic, synthetic, philosophical, autonomous, not autonomous, investigative, social and political. The question is to explore whether architecture can build form without a clear process-based model to replicate. Furthermore, what implications are entailed by eliminating the boundaries between human, nature, and architecture. The issue includes major contributors from philosophy and the history of science such as Graham Harman, Timothy Morton, and Peter Galison, writing alongside architectural theorists and practitioners such as Antoine Picon, Catherine Ingraham, Ed Eigen, David Gissen, David Ruy, and many others."
http://issuu.com/adeolaadewale/docs/adeola_adewale_2015_portfolio_issue,ISSUU - Adeola Adewale Undegraduate Portfolio I A4 by Adeola Adewale,0,A sampling of my work from architectural studio at the University of Kansas.
http://issuu.com/edu0889/docs/portfolio,ISSUU - Graduate Architecture Portfolio by Eduardo J. Frontera,0,A collection of my academic work during my Bachelor of Science and Master of Architecture
http://issuu.com/li-zenn/docs/newdesigncondo_selected,ISSUU - New Design Condominium   Thailand by Li-Zenn,14,"English \nHardcover with jacket \n180x270 mm. \n264 pages\n500 Illustration / Drawings\nTHB 1,400.00 I USD 54 I EUR 46 \nISBN 978-616-7800-35-6\n\n\n&#x201C;Explore a new norm of the Thai way of living&#x201D;\nA must-have manual for those who design the condominium\n\nNew Design Condominium is the first and only compilation and selection of multiplicity in condominium design in Thailand that includes a broad range of projects which are creative, innovative, inspiring and/or pragmatic, that are completed or still at the designing or building stage. The 36 selected projects are designed by well-established architects, landscape architects and interior designers, additionally carried out by highly reputed real estate developers. The typologies cover low-rise and hi-rise buildings located in urban and vacation contexts in favor of middle class ideal and luxury pragmatism. The book explores a new norm of the Thai way of living. Moreover it includes interviews with some prominent architects and developers who"
http://issuu.com/ramongabrielpena/docs/ramon_pena_graduate_portfolio,ISSUU - Ramon Pena Graduate Portfolio by Ramón G Peña Toledo,0,"WIP Graduate Portfolio 2013 - Present, M.Arch at the University of Pennsylvania"
http://issuu.com/raymondchung5/docs/issuu_portfolio,ISSUU - Raymond Chung University of Nottingham Portfolio by Raymond Chung,0,University Work from 2011-2014.\nArchitecture Part 1
http://issuu.com/woosungjoe/docs/portfolio_row_res_60,ISSUU - Portfolio by Woosung Joe,0,None
http://issuu.com/wing_yun/docs/full_portfolio_110418_half_paged,ISSUU - wing yun portfolio (2007 - 2010) by wing yun,4,wing yun&#x27;s portfolio (2007 - 2010)
http://issuu.com/carlos.e.h/docs/indexportfolio,ISSUU - index portfolio by Carlos Eduardo Hernandez,0,index portfolio 2012
http://issuu.com/gustavomeza88/docs/gustavo_meza_-_portfolio.compressed,ISSUU - Gustavo Meza Portfolio by Gustavo Meza,0,None
http://issuu.com/arianebeauregard/docs/portfolio_-_ariane_beauregard,ISSUU - Portfolio Ariane Beauregard by arianebeauregard,0,None
http://issuu.com/alexandrzinoviev/docs/150724_portfolio_cv_2015,ISSUU - Alexander Zinoviev Portfolio+CV 2015 by Alexandr Zinoviev,0,None
http://issuu.com/jowett/docs/portfolio2004-11,ISSUU - Chung-Wei Lee Portfolio 2004~2011 by Chung Wei Lee,267,"Undergraduate works portfolio for applying graduate schools. Admitted to Cooper Union MArch II, Columbia MSAAD, Cornell MArch II and UCL MArch Architecture (RIBA pt.2). For Post-graduate projects please visit http://chungweilee.4ormat.com/"
http://issuu.com/nicolaosnicolaou/docs/masters_portfolio_ncik,ISSUU - Masters portfolio by Nicolaos Nicolaou,0,None
