http://issuu.com/derekpirozzi/docs/derek_pirozzi_core_design_portfolio,ISSUU - Architecture Portfolio Derek Pirozzi USF Core Design by Derek Pirozzi Design Workshop LLC,267,2010 USF SACD Outstanding Core Design Portfolio Award Nominee. This is my graduate design portfolio featuring coredesign work ( first and second year work.)
http://issuu.com/shawnwu/docs/portfolio_session_12-13,"ISSUU - Shaobo Wu, Architecture Portfolio Session 2012-2013 by Shawn Wu",265,"Architecture Portfolio Session 2012-2013, Newcastle University."
http://issuu.com/zhangh316/docs/portfolio2013,ISSUU - Portfolio for M.Arch  2013 Fall by Han Zhang,259,"Offer: Cornell M.Arch 1 AP, WUSTL March 2, Virginia M.Arch 2, USC M.Arch FP, AD:Columbia MS.AAD, Michigan M.Arch 2, UT-Autstin M.Arch 2, UIUC M.Arch 2, Cincinnati M.Arch 2, WL: UCLA Suprastudio, Rej: Upenn March 1."
http://issuu.com/dinojimwang/docs/cmu_-_portfolio_wang_yinan_full,ISSUU - Portfolio of Trax WANG Yinan by Trax Wang,250,"Undergrad work done in Zhejiang University, CHN\nAccepted by GSD, GSAPP, CMU, UPenn, UMich, and the like."
http://issuu.com/emilyhagen/docs/portfolio,ISSUU - Architecture + Design Portfolio     Emily Anna Hagen by Emily Anna Hagen,229,Emily Anna Hagen - Architecture Portfolio - Virginia Tech - University of Oulu - Undergraduate &#x26; Thesis Work - emilyhagen@vt.edu -
http://issuu.com/gracefulspoon/docs/080206_arch_portfolio,ISSUU - 2008 undergraduate architecture portfolio by John Locke,217,graduate school application\ncopyright John Locke
http://issuu.com/gome/docs/structure_as_architecture,ISSUU - Structure as architecture by Giorgi Medzmariashvili,210,None
http://issuu.com/actar/docs/gsdplatform5,ISSUU - GSD Platform 5 by Actar Publishers,210,"The HARVARD GRADUATE SCHOOL OF DESIGN has always recognized the indispensable importance and values of architecture, landscape architecture, urban planning, and urban design, yet has transcended their individual aspirations through intellectual cross-fertilization and collaboration. The material presented in this publication forms a small part of the incredible range and diversity of proposals and visions that our students and faculty have produced during the past academic year. This work is indicative of the School&#x2019;s commitment, as a global leader in the field, to exploring and articulating transformative ideas through the power of design. It is as important for us to share and communicate the outcome of our research and design investigations as it is to show the fertile circumstances and conditions for the making of these projects."
http://issuu.com/karenwang/docs/architecture_portfolio_pages_77f057cb1e2c9b,ISSUU - architecture portfolio by Karen Wang,188,None
http://issuu.com/actar/docs/gsdplatform4,ISSUU - GSD Platform 4 by Actar Publishers,181,"Beyond a design school, the Harvard Graduate School of Design (GSD) is an immersive environment&#x2014;a dense atmosphere saturated with creative and intellectual activity. Platform 4 represents a selective sampling of agendas cultivated at the GSD during the last academic year, revealing a diverse mixture of projects, research, and events. Organized as a searchable database, this publication documents both site and situation at the GSD&#x2014;it is an institutional index. While Platform 4 records research trajectories from the past year, it also has the capacity to set agendas for future work. By framing a set of issues and topics, Platform 4 focuses attention towards particular areas of interest, allowing individual work to build on and contribute to a larger body of disciplinary knowledge. In that sense, the themes within this book become projective, they provide frameworks for future inquiry."
http://issuu.com/bartlettarchucl/docs/bb_2013_issuu,ISSUU - The Bartlett Book 2013 by The Bartlett School of Architecture UCL,174,"The Bartlett Book 2013 is a comprehensive and richly illustrated guide to the distinctive and radical work of Bartlett students and researchers across the school&#x27;s undergraduate, postgraduate and professional courses."
http://issuu.com/s_bra/docs/stephanie_braconnier_architecture_2011,ISSUU - Stephanie Braconnier Architecture Portfolio - B by Stephanie Braconnier,174,A second version of my portfolio.
http://issuu.com/princetonsoa/docs/soa_workbook14-15_low,ISSUU - Princeton University School of Architecture Workbook 14 15 by Princeton University School of Architecture,169,"Annual booklet showcasing recent undergraduate, graduate, and PhD student work in architecture. \n&#xA9;2014 Princeton University School of Architecture"
http://issuu.com/lixiangyu/docs/portfolio_b5-,ISSUU - Portfolio BA by Xiangyu Li,165,architecture portfolio in Tianjin University
http://issuu.com/henninglarsenarchitects/docs/design_with_knowledge_08112012,ISSUU - Design with Knowledge by Henning Larsen Architects,159,"In a cross-disciplinary research collaboration between The Technical University of Denmark (DTU), among others, Henning Larsen Architects has developed a knowledge-based design approach. \r\rThe research has continuously been tested on real projects. By means of a number of articles and cases, the book presents the results, analyses and methods which make it possible to work with sustainability as a design parameter."
http://issuu.com/eglekalo/docs/egle_kalo_publication,ISSUU - Egle Kalonaityte architectural portfolio by Egle Kalonaityte,153,"Master @ TU Delft graduate portfolio including academic, practice and competition design assignments."
http://issuu.com/danielid/docs/portfolio_2012_issuu,ISSUU - Architecture Portfolio 2012 by Daniel Illum-Davis,148,"A  selection of education, competition and professional projects."
http://issuu.com/chimposhopping/docs/portfolio_of_chimpolao,ISSUU - Lao&#39;s Portfolio DEC 2012 by Jingheng LAO,148,This is my undergraduate portfolio. Please give advices
http://issuu.com/yutianwang/docs/portfolio_of_yutian_wang_harvard_ma,ISSUU - Portfolio of Yutian Wang Harvard GSD MAUD by Yutian Wang,135,None
http://issuu.com/beshlaa/docs/the_fundamentals_of_architecture,ISSUU - The Fundamentals of Architecture by Mohamed Hosny Farag,133,The Fundamentals of Architecture
http://issuu.com/andreashidber/docs/platform2,ISSUU - GSD Platform 2 by Andreas Hidber,129,"Platform 2 provides a sampling of the most \nsalient research and design explorations undertaken at the Harvard Graduate School of \nDesign (GSD) during the 2008&#x2013;2009 academic year. Organized thematically, the publication identi&#xFB01;es underlying congruencies among studio work, theses, research, lectures, conferences, and writings to unfold some of the many critical ideas and interests currently being explored in the School. Ranging in scope from detailed material fabrication to large-scale territorial and \ninfrastructural strategies, the work spans a broad and diverse set of geographies and scenarios. In documenting this work, the publication archives and disseminates the rich intellectual momentum of the GSD."
http://issuu.com/charlesgreenjr/docs/charles_green_jr_portfolio_1,ISSUU - Charles Green Jr Graduate School Portfolio Revised by Charles Shelton Green ,128,"I used this portfolio to apply to graduate schools, I now will be attending UC Berkeley in the fall."
http://issuu.com/camille11/docs/_architecture_ebook__design_first_-,ISSUU - Design First by Camille Joaquin Mangaran,125,Design-based Planning for Communities
http://issuu.com/dhemmendinger/docs/portfolio_hemmendinger,ISSUU - Portfolio    2014 by Daniel Hemmendinger,116,Portfolio // 2014
http://issuu.com/francois.mangion/docs/portfolio_francoismangion,ISSUU - Francois Mangion_ Portfolio by Francois Mangion,113,"Architecture Portfolio- Academic, Professional and Graphic Design"
http://issuu.com/justinoh/docs/20150102_portfolio__compiled_,ISSUU - Justin Oh Portfolio by Justin Oh,108,"M.Arch I 2016, Yale University         B.Arch.Sci 2013, Ryerson University"
http://issuu.com/andrasbotos/docs/007_1_004,ISSUU - Architectural Portfolio 2014 by András Botos,107,Architectural Portfolio of Andras Botos with selected works from 2009-2014
http://issuu.com/ani.arzumanyan/docs/territory_-_architecture_beyond_environment,ISSUU - Territory   Architecture Beyond Environment by Ani Arzumanyan,99,Territory - Architecture Beyond Environment-AD
http://issuu.com/vladimirchuzhinov/docs/think_like_an_architect,ISSUU - Think like an architect by Vladimir Chuzhinov,97,None
http://issuu.com/matskafte/docs/portfolio_issuu,ISSUU - PORTFOLIO by Mathias Skafte Andersen,93,Selected studies of architecture
http://issuu.com/shawnwu/docs/graduation_portfolio_re-edited_low_5e971e48152e8c,"ISSUU - Shaobo Wu, Architecture Portfolio Session 2013-2014 by Shawn Wu",92,"This publication comprised of my graduation project, projects in stage 2&#x26;3."
http://issuu.com/ryanthomasotterson/docs/portfolio2014_online_7b2d2b023e7ce3,ISSUU - Ryan Otterson 2014 Portfolio by ryan otterson,90,Portfolio of Graduate / Undergraduate works from Harvard University GSD and the University of Kansas
http://issuu.com/archdekk/docs/portfolio2013,ISSUU - Khoa Vu Architecture Portfolio 2012 by Khoa Vu,87,This is the official architectural design portfolio of Khoa Vu - Archdekk (2012)\r\rFind his work on: www.archdekk.com
http://issuu.com/erid414/docs/portfolio,ISSUU - ZZY&#39;s Portfolio by Eric Zhang,87,"Landscape Architecture Portfolio, admitted to Harvard GSD MLA1-AP"
http://issuu.com/beshlaa/docs/101_things_i_learned_in_architectur,ISSUU - 101 things i learned in architecture School by Mohamed Hosny Farag,86,101 things i learned in architecture School
http://issuu.com/detail-magazine/docs/bk-dee-2014-5-facades,ISSUU - DETAIL English 5 2014 - Facades by DETAIL,82,"The effect created by facades is by no means limited to the building exterior. As a rule, their colours, forms, surface qualities and structures also have an impact on the appearance of the interiors. In this issue we present buildings with a range of exceptional facades, some of which frame views, while others exploit contrasts or have moving or movable components. At the Allianz Headquarters in Wallisellen, Switzerland, the supple fabric used in the curtains within the closed cavity facade is a foil to the regularity of the glazing. The curtains endow the office spaces with a &#x201C;liveable&#x201D; atmosphere. In another project, the finely articulated cast iron elements of a London shop facade ennoble an existing brick building. And at a residence near Munich, the coarse stucco surfaces and wood-clad cut-outs are composed in a manner that causes the inside and outside realms to become interlocked."
http://issuu.com/norvicastaneda/docs/architectural_lighting_design_with_,ISSUU - Architectural lighting design with light and space by Kilsek,80,"Our visual understanding of this world is defined through  both  material  and  light,  two  seemingly opposite  phenomena  inextricably  linked  to  one another. Light is revealed to the human eye through interactions  with  material,  while  material  visually exists only in the presence of light. This interdependence between material and light, form and intangible  atmospheres,  defines  the  visual  environments we inhabit."
http://issuu.com/beshlaa/docs/the_fundamentals_of_interiorarchitecture,ISSUU - The Fundamentals of InteriorArchitecture by Mohamed Hosny Farag,79,The Fundamentals of InteriorArchitecture
http://issuu.com/corlissng/docs/corliss_08-13,ISSUU - Corliss NG Architecture Portfolio by Corliss Ng,78,"Corliss NG&#x27;s academic architectural projects from 2008 - 2013, work presented are done in UCLA and University of Hong Kong."
http://issuu.com/birkhauser.ch/docs/designing-interior-architecture,ISSUU - Designing Interior Architecture by Birkhäuser,73,"The design of interiors, alongisde the other design disciplines, is a vital task in the shaping of our built environment. In this book, an international and interdisciplinary team of authors gives an extensive account of today&#xB4;s main areas of work in interior architecture and design. Illustrations of contemporary projects, selected consistently throughout the book, cover the breadth of typical interior design tasks as well as aa wide range of possible design approaches. This book is a fundamental reference work for all those professionally involved in the design of interiors. ISBN 978-3-0346-0680-0"
http://issuu.com/mckennaamelia/docs/20130720_forissuusmall,ISSUU - McKenna Cole MLA Portfolio 2012 - 2013 by McKenna Cole,73,"Work done through the landscape architecture departments at the Graduate School of Design at Harvard University and the University of California, Berkeley."
http://issuu.com/ryanotterson/docs/ottersonportfolio2013,ISSUU - Portfolio 2013 by ryan otterson,73,Portfolio of Works from The University of Kansas and Harvard Graduate School of Design
http://issuu.com/yvonnedemitrakonstantinidis/docs/ydkonstantinidis_refuse,ISSUU - RE FUSE by Yvonne Demitra Konstantinidis,72,A collection of work by\nydkonstantinidis.
http://issuu.com/drew.cowdrey/docs/cowdrey_portfolio_june2013___,ISSUU - Drew Cowdrey Portfolio June 2013 by Drew Cowdrey,72,My final GSD Portfolio.
http://issuu.com/jonathan.kim/docs/130805_jk_portfolio,ISSUU - Jonathan Kim Architecture Portfolio by Jonathan Kim,71,Selected architectural works &#x26; experience
http://issuu.com/flaviojanches/docs/janches_10__2012_mediastapas,ISSUU - Public Space in the Fragmented City by Flavio Janches,71,"The book presents an urban\nproject approach, which was\ndriven by a series of concerns\nabout the permanent problem of\nmarginality. It contributes to the\ndebate on possibilities of\narchitecture and urbanism to\nprovide planned related\nsolutions for social and spatial\nintegration in different parts of\nthe world."
http://issuu.com/09071986/docs/portfolioissuu_kk,ISSUU - Post Graduate Portfolio 2014 (still in process) by Katerina Krommyda,69,None
http://issuu.com/paulclemens.bart/docs/paulclemensbartportfolio,ISSUU - PAUL CLEMENS BART ARCHITECTURAL PORTFOLIO by Paul Clemens Bart,68,"selected academic and professional works from 2010-2013 in descending chronological order.\nfiled in architecture [arc], urbanism [urb] and industrial design [id] compiled and admitted for post-graduate studies at the AA Architectural Association DRL (AADRL), MIT Massachusetts Institute for Technology, Harvard Graduate School of Design (GSD) &#x26; Columbia GSAPP."
http://issuu.com/studiowangfei/docs/fei-jpg,ISSUU - Fei WANG 2010-2014 by Fei  WANG,66,None
http://issuu.com/mag_lab/docs/the_patterns_of_architecture__archi,ISSUU - The patterns of architecture (architectural design) edited by mark garcia by MAGLAB,66,"Follow us on Facebook and check our researches, projects and workshops, you could also download more. https://www.facebook.com/pages/MAG-LAB/230366343640573"
http://issuu.com/lazarduric/docs/portfolio_lazar_djuric_issuu,ISSUU - Architecture Portfolio Lazar Djuric by Lazar Đurić,65,None
http://issuu.com/jessicaluscher/docs/portfolio,ISSUU - Jessica N Luscher RISD BArch Portfolio July 2014 by Jessica Luscher,62,"This portfolio summarizes my full undergraduate and professional work to date. 2008-2014\n\nContains:\n\nAward Nominated BArch thesis project,\nsix selected undergraduate studio projects, \nBachelor of Fine Arts Work Samples\nProfessional Work Samples\n\nFor more information please email me at jluscher@risd.edu\n\nRhode Island School of Design\nBArch 2014\nBFA 2013"
http://issuu.com/andrea.palmas/docs/architecture___design_portfolio,ISSUU - Architecture &amp; Design Portfolio by Andrea Palmas,59,None
http://issuu.com/cimushuiyang/docs/portfolio_yang_chai,ISSUU - Portfolio-Yang Chai by Yang Chai,58,Undergrad+Grad Works
http://issuu.com/linarios/docs/ljc-portfolio-issuu,ISSUU - Lila Jiang Chen    Yale 2013-14 Portfolio by Lina Rios,57,None
http://issuu.com/victorgabrielromero/docs/architecture_portfolio_v__ctor_grm,ISSUU - Architecture portfolio Víctor GRM by Victor G. Romero Matarredona,57,None
http://issuu.com/rolandvasquez/docs/structure_as_architecture_,ISSUU - Structure as architecture by roland vasquez,54,None
http://issuu.com/zodiac/docs/surface_architecture_summary,ISSUU - Surface architecture summary by zahed mirza,53,Surface architecture summary
http://issuu.com/aplust/docs/strategy-tactics-,ISSUU - Strategy and Tactics in Public Space by a+t architecture publishers,52,"In the latest issue in the Strategy series, a+t extends its field of research to the system of tactics. While the first two issues in the series involved approaching the project through the strategies identified in it, Strategy and Tactics in Public Space aims to define the strategy in relation to the tactics.   So, issue number 38 of a+t magazine brings to a close the field of research on project strategies by analysing 8 works on public space which add to the 34 works already published in the Strategy series.  Likewise, it kicks off the analysis of the system of tactics with the works of 8 collectives.  More info and online shop at www.aplust.net"
http://issuu.com/bartlettarchucl/docs/bb_2014_issuu_preview,ISSUU - The Bartlett Book 2014 by The Bartlett School of Architecture UCL,51,"The Bartlett Book 2014 is a comprehensive and richly illustrated guide to the distinctive and radical work of The Bartlett&#x27;s students and researchers across the school&#x27;s undergraduate, postgraduate and professional courses."
http://issuu.com/kevinfu/docs/oblq_,ISSUU - Fu Wei-Che Works 2008-2014 by Kevin Fu,50,"The application portfolio in 2015, admitted by GSD M.Arch II &#x26; MAUD, TU Delft MSc, Aarhus MA."
http://issuu.com/sunnywanwan/docs/ruoting_wang_portfolio_001,ISSUU - Ruoting Wang Architecture Portfolio by Ruoting Wang,49,Selected work 2009-2013
http://issuu.com/joedywen/docs/wanghan-portfolio,ISSUU - Wanghan portfolio by joedywen,49,Gsd Maud
http://issuu.com/patriciaafjoliveira/docs/patriciaoliveiraportfolio,ISSUU - architecture portfolio by Patrícia Oliveira,48,"&#x201C;Designing, planning, drawing, should not translate to the architect in creating the sense of empty forms, imposed by whim of fashion or whim of any other nature. The forms he creates should result rather a wise balance between their personal vision and circumstance that surrounds and so he should know it intensely, so intensely that knowing and being get confused.&#x201D;\rfernando t&#xE1;vora, in da organiza&#xE7;&#xE3;o do espa&#xE7;o."
http://issuu.com/continuum.aj/docs/portfolio_v5_en_web,ISSUU - portfolio_Jordan_AUCANT_v5_en_web by Jordan Aucant,48,Jordan Aucant | Architect &#x26; Urban Planner | continuum.tumblr.com
http://issuu.com/archiprix-bk/docs/archiprix_12_13_tu_delft_preselecti,ISSUU - Archiprix &#39;12 &#39;13 TU Delft Preselection by Archiprix-BK,47,A compilation of the selected projects for the Archiprix Preselection
http://issuu.com/sarahlawlor/docs/sarahlawlorportfolio,ISSUU - Sarah Lawlor Architecture Portfolio by Sarah Lawlor,47,A selection of my 2013 student projects while studying for a Master of Architecture at the University of Sydney.
http://issuu.com/terezacermakova/docs/architecture_portfolio_cermakova,ISSUU - architecture portfolio by Tereza Čermáková,46,selected project 2009|2013
http://issuu.com/mag_lab/docs/closing_the_gap_information_models_,ISSUU - Closing the gap information models in contemporary design practice edited by richard garber by MAGLAB,46,"Follow us on Facebook and check our researches, projects and workshops, you could also download more.\nhttps://www.facebook.com/pages/MAG-LAB/230366343640573"
http://issuu.com/yanzhouhuang/docs/portfolio20140234sm02,ISSUU - Yanzhou Huang Architecture Portfolio by Yanzhou,45,Yanzhou Huang\nArchitecture Portfolio\nCollege of Design\nIowa State University\n2010 - 2014
http://issuu.com/melissahow/docs/2012portfolio,ISSUU - 2012 Portfolio by Melissa How,45,"Portfolio of work from my days at GSD, Quatro Design Group, and USC"
http://issuu.com/x_gian/docs/portfolio_christinagiannoulaki,ISSUU - Portfolio ChristinaGiannoulaki by Christina,45,None
http://issuu.com/alenasavera/docs/alena_savera_portfolio_2015,ISSUU - Alena Savera Architecture Portfolio by Alena Savera,44,The University of Texas School of Architecture UTSOA 2015
http://issuu.com/kevinchoy/docs/house101,ISSUU - House 101 by Design Media Publishing Limited,44,House and Housing Design 101 projects
http://issuu.com/kevinchoy/docs/hotel-architecture,ISSUU - HOTEL ARCHITECTURE by Design Media Publishing Limited,44,"H O T E L A R C H IT E C T U R E DESIGN MEDIA PUBLISHING LIMITED DESIGN MEDIA PUBLISHING LIMITED HOTEL ARCHITECTURE DESIGN MEDIA PUBLISHING LIMITED Journey in Design Guido Trampitsch S&#xF6;hne &#x26;amp; Partner Architekten Address: Mariahilfer Stra&#xDF;e 101, Hof 3, Stiege 4, Top 47, A-1060, Vienna, Austria Tel: +43 (0) 1 595 54 39 Fax: +43 (0) 1 595 54 39 20 Cooperation work with dl Architect "
http://issuu.com/schrumsr/docs/portfolio,ISSUU - Sally Schrum Architecture Portfolio by Sally Schrum,44,"Selected architectural works from M.Arch program at University of Kansas School of Architecture, Design + Planning 2006-2011"
http://issuu.com/d.nelson/docs/architecture_design_portfolio,ISSUU - 2012 graduate architecture + design portfolio by Daniel Nelson,43,"collection of undergraduate, graduate, personal and professional works"
http://issuu.com/andreeatron/docs/andreea_tron_portfolio_pages,ISSUU - andreea tron by Andreea Tron,43,portfolio-updated
http://issuu.com/bellfrog/docs/architectural_record_201411,ISSUU - Architectural record Colleges &amp; Universities by Bell Frog,43,Architectural record Colleges &#x26; Universities\nAmarica&#x27;s Top Architecture Schools 2015
http://issuu.com/adavinmorley/docs/ugrad_portfolio,ISSUU - Architecture Portfolio by Alexander Morley,42,Alexander Morley .\nUndergraduate works.\nLehigh University &#x26; DIS Copenhagen.
http://issuu.com/erid414/docs/portfolio2013,ISSUU - Portfolio 2013 by Eric Zhang,42,Portfolio 2013 \rworks at GSD and Tongji
http://issuu.com/3791/docs/paichienshuo_portfolio_draft_02,ISSUU - Undergraduate_Architecture_Portfolio_Tunghai University_Taiwan by Chien-Shuo Pai,42,"Chien Shuo Pai&#x27;s portfolio. Accepted by the AA, the UCL Bartlett, Columbia GSAPP, SCI-Arc in 2011."
http://issuu.com/actar/docs/bcn_modern_arch_guide,ISSUU - Barcelona  Modern Architecture Guide by Actar Publishers,41,"This updated and revised guide to Barcelona features an extensive selection of architecture dating from the period begins with the architectural manifestations of modernisme and noucentisme through the more innovative proposals from the Modern Movement, rationalist works, the major projects built for the Olympic Games, and the Universal Forum of Cultures, until the consolidation of Gran Via and the Diagonal, and the two major urban transformations undertaken in the city around the 22@ district and the Pla&#xE7;a Europa.A document that, in addition to being a conventional guide, also offers a reflection of how the city of Barcelona has changed, grown and tackled the urban planning, social and cultural challenges that it has faced from the end of the 19th century up to the start of the 21st."
http://issuu.com/brentallpress/docs/rmitarch_majorproject_sem2_08,"ISSUU - RMIT ARCHITECTURE DESIGN THESIS MAJOR PROJECTS, SEMESTER 2, 2008 by Brent Allpress",40,"Examination Exhibition Catalogue, Melbourne: RMIT Architecture, November 2008. Program Director: Melanie Dodd. Major Project Coordinator: Nigel Bertram. Catalogue Design: Stuart Geddes &#x2013; Chase &#x26; Galley. Production &#x26; Coordination: Stuart Harrison."
http://issuu.com/k.chalaniova/docs/_portfolio_kch,ISSUU - katarina chalaniova architecture portfolio by Katarína Chalániová,40,undergraduate works and competitions
http://issuu.com/geoffeberle/docs/a4_portfolio_optimized,ISSUU - Geoff Eberle - Part 1 Architecture Portfolio - Volume 1 by Geoff Eberle,40,"We are are quickly being faced with the new social parameters of the emergence of AI,  increasing globalization, and global economic shifts. How will urbanism evolve when society&#x2019;s primary workforce becomes redundant? What is then new value in space, when our immediate social capacities are greater, global? Will static structures cause ideological and functional disruption in an accelerating techno-cultural revolution?"
http://issuu.com/khanazhar/docs/azhar_khan_portfolio,ISSUU - Architecture Portfolio by Azhar Khan,39,Selected Projects from Graduate and Undergraduate work at the University of Florida
http://issuu.com/aplust/docs/public-issuu,ISSUU - a+t 35-36 STRATEGY PUBLIC. Landscape Urbanism Strategies by a+t architecture publishers,39,"STRATEGY PUBLIC (number 35-36 of a+t magazine) inaugurates the STRATEGY Series, dedicated to the study of project strategies. More than 20 works of urban landscaping, all built, are analysed regarding the strategies identified in each one. STRATEGY PUBLIC initiates a new way of approaching the project, in which the method is as visible as the result. STRATEGY PUBLIC. Landscape Urbanism Strategies es el n&#xFA;mero 35-36 de la revista a+t. Inaugura la Serie STRATEGY, dedicada al estudio de las estrategias de proyecto. Un conjunto de m&#xE1;s de 20 obras construidas de paisajismo urbano son analizadas a partir de las estrategias que los autores han utilizado para conseguir los objetivos de programa."
http://issuu.com/gabrielalfonso/docs/portafolio_arquitectura,ISSUU - Student Architecture Portfolio V.I by Gabriel  Hernández Solano,39,"Gabriel Hern&#xE1;ndez Solano Academic work from the Faculty of Environmental Design, University of Calgary"
http://issuu.com/aplust/docs/space-issuu-4,ISSUU - a+t 37 STRATEGY SPACE by a+t architecture publishers,39,"The study of project process, started in the first issue of the Strategy series, now continues in this second issue titled STRATEGY SPACE.  12 works of urban landscaping, all built, are analyzed regarding the strategies identified in each one.  The Strategy series initiates a new way of approaching the project, in which the method is as visible as the result.    El n&#xFA;mero 37 de la revista a+t, titulado STRATEGY SPACE, es el segundo volumen de la serie STRATEGY. 12 proyectos de paisajismo urbano, todos construidos, son analizados a partir de las estrategias que han utilizado los autores para conseguir los objetivos de programa. La serie STRATEGY inaugura una nueva v&#xED;a de aproximaci&#xF3;n al proyecto en la cual el m&#xE9;todo es tan visible como el resultado."
http://issuu.com/actar/docs/interdisciplinary_design,ISSUU - Interdisciplinary Design by Actar Publishers,39,"The subject of this experimental course held at Harvard GSD, with the students of Harvard and MIT, is to see the potential of interaction between the two disciplines from these two schools. Hanif Kara of AKT, engineering designer who has long experience in constructing innovative buildings in terms of architecture and engineering, through the close collaboration with distinguished architects, leads the class, insist-ing on the importance of each professional fields but trying to erode the borders and boundaries between them. Through the analysis of case studies, of essays written by experienced professionals and participating students, together with projects designed as a group at the course, we will explore the real demand and agenda of education in architectural and engineering design today, and also how to train experts to learn know how to collaborate be-tween the two disciplines."
http://issuu.com/clubh/docs/portfolio_v_4_for_issuu,ISSUU - 2009 graduate architecture portfolio by Heinz von Eckartsberg,39,Work done while at Miami University Department of Architecture and Interior Design.  Primarily graduate work as well as selected undergraduate pieces.  Currently enrolled in Columbia&#x27;s Master of Architecture and Urban Design program
http://issuu.com/alexdixon2/docs/basics_architecture_03_architectura,ISSUU - Basics architecture 03 architectural design by Xander Dixon,39,None
http://issuu.com/thbrownjr/docs/thbrownexhibitions,ISSUU - exhibitions by thomas brown,39,landscape + architecture exhibits
http://issuu.com/wdibernardo/docs/i_guess_4_-_issuu_2,ISSUU - Portfolio of Work by William DiBernardo,38,Portfolio of work from time at the Harvard University Graduate School of Design and Cornell University
http://issuu.com/aplust/docs/thisishybrid_issuu_ok,ISSUU - THIS IS HYBRID. An analysis of mixed-use buildings by a+t architecture publishers,37,"THIS IS HYBRID is an updated and enlarged selection of the articles and projects published initially in the Hybrids series of the a+t magazine.\nThe prologue, written by Steven Holl specially for this compilation, puts forward the potential of hybrid buildings in the 21st Century. \nResearch on new prototypes, conducted by I&#xF1;aki &#xC1;balos at AAP-Cornell GSD-Harvard and BIArch-Barcelona completes this volume in which reality is closer to utopia.\n\nFurther information and online store: http://aplust.net/tienda/libros/%20%20%20%20%20/This+is+Hybrid/"
http://issuu.com/princetonsoa/docs/2013_workbook,ISSUU - Princeton University School of Architecture Workbook 13 14 by Princeton University School of Architecture,37,"Annual booklet showcasing recent undergraduate, graduate, and PhD student work in architecture. &#xA9;2013 Princeton University School of Architecture"
http://issuu.com/rolandvasquez/docs/green_architecture,ISSUU - Green architecture by roland vasquez,37,None
